iter	MultiClass
452	0.2444064531
453	0.2439431589
454	0.2436814659
455	0.2435094721
456	0.242974068
457	0.2427048745
458	0.2423673946
459	0.2422308346
460	0.2416074067
461	0.2413325621
462	0.2410111146
463	0.2404939054
464	0.2400945796
465	0.2397547731
466	0.2394317917
467	0.2390803908
468	0.2387033738
469	0.2383898231
470	0.2380004508
471	0.2377133727
472	0.2371851881
473	0.2369709131
474	0.2366580107
475	0.2364176533
476	0.2362804575
477	0.2360223134
478	0.2359009517
479	0.2356691473
480	0.2354877328
481	0.2350944226
482	0.2348134908
483	0.2346022989
484	0.234191635
485	0.2340531301
486	0.233796928
487	0.2335293195
488	0.2331206712
489	0.2328092191
490	0.232382628
491	0.2320485012
492	0.231743505
493	0.2314906394
494	0.2312158393
495	0.2305859626
496	0.2296926715
497	0.2294071967
498	0.2290834964
499	0.2287179357
500	0.2285385019
501	0.2282706847
502	0.2281044671
503	0.2280074133
504	0.227795583
505	0.2271395085
506	0.2268904833
507	0.2263721117
508	0.2261295412
509	0.2258840547
510	0.2256452062
511	0.2254411471
512	0.2251380859
513	0.2248595859
514	0.2246649187
515	0.2245806649
516	0.2242494824
517	0.2236124058
518	0.2234475972
519	0.223194456
520	0.2228879909
521	0.2225372665
522	0.2221944511
523	0.2218407106
524	0.2215490305
525	0.2212038581
526	0.2209633741
527	0.2207213964
528	0.2205624258
529	0.2203042875
530	0.2200033936
531	0.2195963694
532	0.2192989882
533	0.2190938204
534	0.2188612338
535	0.2186407515
536	0.2185745745
537	0.2183696118
538	0.2181278854
539	0.218022654
540	0.2176030219
541	0.2174019572
542	0.2170123306
543	0.2167659619
544	0.2165636376
545	0.215978451
546	0.2156334328
547	0.2153605686
548	0.2150868679
549	0.2147452845
550	0.2143411313
551	0.214032029
552	0.2138311218
553	0.2136824098
554	0.2135123937
555	0.21320673
556	0.2128862515
557	0.2126460112
558	0.2124201167
559	0.2120747799
560	0.2118180843
561	0.2116475488
562	0.2113974202
563	0.21122219
564	0.2110978646
565	0.2108042743
566	0.2104266024
567	0.210080967
568	0.209910154
569	0.2096739901
570	0.2094528595
571	0.2092170992
572	0.2088349951
573	0.2084861897
574	0.2082075637
575	0.2079321005
576	0.2077675308
577	0.2076116907
578	0.2074276211
579	0.2071703389
580	0.2069881025
581	0.2068189421
582	0.2067672531
583	0.2063940538
584	0.2060989163
585	0.2059390992
586	0.2057094047
587	0.2054761136
588	0.2053467011
589	0.2051308357
590	0.2049806678
591	0.204759433
592	0.2045569111
593	0.2043113816
594	0.2038686658
595	0.2036685204
596	0.2033875876
597	0.2032374793
598	0.2030971813
599	0.202915235
600	0.2026661799
601	0.2024671717
602	0.2021614382
603	0.2019831553
604	0.2017698354
605	0.2015088321
606	0.20142106
607	0.2011231809
608	0.2007780294
609	0.2006080191
610	0.2003058381
611	0.2001689461
612	0.1999476651
613	0.1997453479
614	0.1993509937
615	0.1989770081
616	0.1988002452
617	0.1985986933
618	0.198260195
619	0.1981129402
620	0.1979936858
621	0.1978281023
622	0.1976936292
623	0.197394792
624	0.1972219415
625	0.1967716301
626	0.196639194
627	0.1964811281
628	0.1963083019
629	0.1962283152
630	0.1959701318
631	0.1956266283
632	0.1953657631
633	0.195213847
634	0.195023049
635	0.1947673986
636	0.1944327213
637	0.19414818
638	0.1939015015
639	0.1936218459
640	0.1934298201
641	0.1931694118
642	0.1930023223
643	0.1927998303
644	0.1924080467
645	0.1922287651
646	0.1921418804
647	0.1919918145
648	0.1918710384
649	0.1916675862
650	0.1915150523
651	0.1912092908
652	0.191043337
653	0.1908210062
654	0.1905666663
655	0.1903088142
656	0.1899683005
657	0.1897961286
658	0.1896888382
659	0.1896154454
660	0.1895068548
661	0.1892524129
662	0.1890776458
663	0.1888689127
664	0.1886424775
665	0.188526955
666	0.18838456
667	0.1881894298
668	0.1881527274
669	0.1879604314
670	0.187760295
671	0.1876157622
672	0.1874727722
673	0.1873538035
674	0.1872127062
675	0.1870915598
676	0.1868683879
677	0.1867343329
678	0.1864986232
679	0.1863904887
680	0.1860419476
681	0.1858411345
682	0.1857498017
683	0.1855967754
684	0.1854481123
685	0.1850833211
686	0.1848479551
687	0.1845767239
688	0.1843079404
689	0.1842048325
690	0.184014888
691	0.1837666362
692	0.1835888998
693	0.1834514793
694	0.1833261822
695	0.1830404457
696	0.1829547827
697	0.182702016
698	0.1825249292
699	0.1823193304
700	0.1821358627
701	0.1819640092
702	0.1818285211
703	0.1815606141
704	0.1814852395
705	0.1812506225
706	0.181099295
707	0.18097074
708	0.1808772747
709	0.1803919059
710	0.1802028445
711	0.1799562759
712	0.179871753
713	0.1797685555
714	0.179578827
715	0.17947307
716	0.1793390145
717	0.1792173812
718	0.1790248206
719	0.1786984095
720	0.1784543299
721	0.1783063962
722	0.1781566249
723	0.1780166212
724	0.1778814709
725	0.1778155465
726	0.1775863709
727	0.1774889625
728	0.1774320452
729	0.1772629331
730	0.1771569378
731	0.177003394
732	0.1768693948
733	0.1766772133
734	0.1765692849
735	0.1764998145
736	0.1763591578
737	0.1762139143
738	0.1759989933
739	0.1757330098
740	0.1755427509
741	0.1754161854
742	0.1752858748
743	0.175054754
744	0.1748812361
745	0.1747082993
746	0.1743069121
747	0.1742601242
748	0.1739949568
749	0.1738728129
750	0.1734977666
751	0.1733440438
752	0.1730972879
753	0.1729664332
754	0.1727847477
755	0.1726648616
756	0.1725811287
757	0.1724819275
758	0.1723889285
759	0.1723051355
760	0.1721256293
761	0.1720341498
762	0.1719728355
763	0.1718857208
764	0.1717163954
765	0.1715948157
766	0.171461607
767	0.1712530213
768	0.1711306473
769	0.1709811136
770	0.1708557226
771	0.1706540868
772	0.1705061015
773	0.1703846441
774	0.1702597492
775	0.1701026145
776	0.1699272678
777	0.1696636019
778	0.1694191514
779	0.1693522413
780	0.1691648976
781	0.1689480888
782	0.1688408928
783	0.1687547128
784	0.1684603233
785	0.168316044
786	0.1680678807
787	0.1678569388
788	0.1677485132
789	0.1675208347
790	0.1674017453
791	0.1672948423
792	0.167216342
793	0.1670591176
794	0.1668432843
795	0.1667236978
796	0.1663523814
797	0.1662504449
798	0.1660827933
799	0.1658748735
800	0.1657173742
801	0.1656557315
802	0.1654690681
803	0.1653851937
804	0.1652696277
805	0.165151278
806	0.1649847663
807	0.1649180494
808	0.1646127641
809	0.164418452
810	0.1640986112
811	0.163975686
812	0.163835479
813	0.1636417889
814	0.1634848698
815	0.1632232963
816	0.1630366789
817	0.1629309724
818	0.1626689124
819	0.1625098539
820	0.1622630515
821	0.1620724038
822	0.1620190759
823	0.1617836792
824	0.1617224234
825	0.1616575911
826	0.1614333397
827	0.1613145778
828	0.1612508453
829	0.161149282
830	0.160946747
831	0.1608471564
832	0.1605077164
833	0.160388459
834	0.1602482917
835	0.1600976591
836	0.1599120087
837	0.1597093452
838	0.1596244124
839	0.1595357313
840	0.1594496373
841	0.159331806
842	0.1592371233
843	0.1590529562
844	0.1587127793
845	0.1583970001
846	0.1582715573
847	0.1580997566
848	0.1580193491
849	0.157833894
850	0.1576973021
851	0.1574246627
852	0.1572816191
853	0.1571315815
854	0.1569878023
855	0.1569243665
856	0.1567780237
857	0.1566965116
858	0.1566604421
859	0.1565647928
860	0.1564401747
861	0.1562825321
862	0.1562402198
863	0.1560597987
864	0.155819758
865	0.1556770092
866	0.1555623983
867	0.155461935
868	0.1552836317
869	0.1550739551
870	0.1548364512
871	0.1547286362
872	0.1546269688
873	0.1544506278
874	0.1541462442
875	0.1539687065
876	0.1538816876
877	0.1538039587
878	0.1537251271
879	0.1535826705
880	0.1533400335
881	0.1532544383
882	0.153148536
883	0.1530643269
884	0.1528498797
885	0.1527392605
886	0.1526130535
887	0.1524410677
888	0.1523829779
889	0.1523466379
890	0.1522926713
891	0.1521815892
892	0.1520788286
893	0.1519587346
894	0.1518600497
895	0.1517914385
896	0.1516296712
897	0.1515406935
898	0.15143661
899	0.1513214576
900	0.151106414
901	0.1509166564
902	0.1507773783
903	0.1506552438
904	0.1505791528
905	0.150459524
906	0.1504233593
907	0.1503167917
908	0.1502312606
909	0.1501405594
910	0.1499296518
911	0.1498539246
912	0.1497158965
913	0.1496197991
914	0.1495383243
915	0.1493578379
916	0.149042759
917	0.1489622554
918	0.1486981033
919	0.1486023849
920	0.1484847675
921	0.1484031226
922	0.1483141009
923	0.1481821955
924	0.1481075553
925	0.1480160381
926	0.1478844812
927	0.1477359551
928	0.1476772737
929	0.1476186221
930	0.1475202318
931	0.1473929476
932	0.1471972726
933	0.147146319
934	0.1469917305
935	0.1469210015
936	0.1468172642
937	0.1466539055
938	0.1465567433
939	0.1463624412
940	0.1463047144
941	0.1462202956
942	0.146097232
943	0.1460412515
944	0.1459582469
945	0.1456871328
946	0.1456115165
947	0.1455677926
948	0.1454690722
949	0.1454054577
950	0.1452555397
951	0.1451571866
952	0.1449897562
953	0.1448308867
954	0.1447258547
955	0.1445138572
956	0.1443980902
957	0.1442900684
958	0.1442074236
959	0.1440491069
960	0.1438795182
961	0.1437363638
962	0.1436168823
963	0.1435462692
964	0.1434449196
965	0.143386408
966	0.1432461873
967	0.1431551993
968	0.1430128901
969	0.14290494
970	0.1427884856
971	0.1427213624
972	0.1426427442
973	0.1424907169
974	0.1423208592
975	0.1422480519
976	0.1420911018
977	0.1418999789
978	0.1417773303
979	0.1415722977
980	0.1414813424
981	0.1413327536
982	0.1411531973
983	0.1411050265
984	0.1409739076
985	0.1408135783
986	0.1407681776
987	0.1406880566
988	0.1405301216
989	0.1403298772
990	0.1402366466
991	0.1401213504
992	0.139906102
993	0.1397937175
994	0.1397171535
995	0.1396032286
996	0.1395452085
997	0.1394304846
998	0.1393320285
999	0.1391316132
7043
999	0.1213144749
055
